ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0001508,action potential,67/5224,143/18800,8.624791489791229e-7,1.7101344375851672e-4,1.361809182598615e-4,7531/808/2332/2898/1268/3751/488/90134/288/1525/481/2776/1812/775/2475/6262/3747/30819/55800/287/1824/6326/6335/6323/6328/2281/817/6334/783/8514/23327/1829/1756/2697/10242/6330/477/1143/3760/7871/4915/4923/153396/857/2316/3736/784/10052/6331/1201/6329/6327/10021/5025/81033/3759/801/3752/3781/776/10142/27345/23704/1141/23171/948/6332,67
BP,GO:0045860,positive regulation of protein kinase activity,154/5224,396/18800,8.917516031172299e-7,1.714595127811765e-4,1.365361306208199e-4,6091/2074/7422/10979/1946/3479/1654/1839/9618/56034/8817/894/905/8600/10718/55294/23531/808/23411/65125/3458/80829/493/2180/57214/151195/7855/11214/5155/7042/6788/10645/8322/5906/3952/26228/4739/51429/5159/2013/2915/959/1605/2475/4515/285016/57679/5154/11211/5621/10006/8651/5899/84630/9693/566/57551/25/6363/5058/10926/10178/4916/183/120892/142679/54956/5618/7786/150/11235/8826/84632/126308/1116/9175/8754/658/5716/6789/9370/4217/8654/219771/1026/28984/92335/2065/205428/9802/3071/114882/10454/2690/1027/4296/4294/387/3084/2056/5609/2246/3570/796/23533/5770/1815/5571/2011/1236/114609/133619/8536/54106/79817/1795/3654/284/3481/7039/5319/5290/253260/6885/1741/2043/3606/3357/9148/801/9344/5663/55704/11315/1742/116/6868/3356/4665/7048/2321/80310/1942/3491/92597/1436/5629/51719/56892/23118/219736/29775/994/389658,154
BP,GO:0033674,positive regulation of kinase activity,180/5224,476/18800,9.804021066046182e-7,1.8296033430606774e-4,1.4569443070285346e-4,6091/2074/7422/10979/1946/3479/1654/1839/9618/56034/8817/894/905/8600/10718/55294/23531/808/23411/65125/3458/4058/4919/80829/493/2180/57214/151195/2047/7855/998/11214/2049/5155/7042/6788/10645/8322/5906/3952/284656/26228/4739/51429/5159/2013/2915/959/1605/2475/4515/285016/57679/5154/11211/5979/5621/10006/8651/5899/84630/9693/566/2264/57551/25/6363/5058/10926/10178/4916/183/120892/142679/54956/8525/8915/5618/7786/150/11235/8826/84632/126308/1116/9175/8754/658/5716/6789/9370/25778/4217/8654/2066/3667/219771/1026/28984/10451/92335/2065/205428/9802/3071/114882/10454/5903/4915/558/2690/1027/4296/4294/387/3084/2056/5609/2263/2246/3570/796/23533/5770/1815/930/5571/2011/1236/114609/133619/8536/54106/79817/1795/8649/3654/388121/284/3481/7039/5319/8543/5290/253260/6885/1741/2043/3606/3357/9148/801/3123/9344/5156/5663/3480/55704/11315/1742/116/6868/3356/4665/7048/2321/80310/1942/3491/92597/1436/5629/51719/56892/23118/219736/29775/994/389658/5587,180
BP,GO:0031346,positive regulation of cell projection organization,135/5224,341/18800,1.348987649287892e-6,2.4333729924005468e-4,1.9377363632404503e-4,6091/23426/7422/1946/4135/11075/64175/2932/5168/5295/26039/2332/5361/4058/4919/1268/411/5064/998/23363/163404/57611/2033/65009/64787/85458/6376/8322/5906/7074/538/5898/2534/1272/3655/10154/84079/5789/9750/2475/257194/285016/55714/1826/5979/2660/26052/2664/2281/9693/5756/81565/9423/11135/23373/25/170506/2803/6363/10178/4916/183/27185/9863/5584/989/9175/8766/7401/57787/5362/5754/79647/6498/6722/466/9760/4131/5458/4915/23566/25940/23316/10507/9798/2056/5048/2823/950/2316/158297/27020/1954/162427/22902/3706/51762/6239/2011/1236/8536/8153/27/57698/5290/57118/9037/8724/2043/54606/9148/3984/9738/1996/3480/6624/55704/51196/55604/1742/8507/10096/8428/1523/202018/64764/5764/5879/627/3309/5274/23580/2059/389658/5587,135
BP,GO:0007611,learning or memory,109/5224,264/18800,1.3806371588088208e-6,2.4333729924005468e-4,1.9377363632404503e-4,6356/6446/5728/51247/54207/7832/1268/2353/3688/6310/4130/440275/57144/2033/3156/65009/7432/22849/23259/54915/7067/85461/1620/2534/5021/6198/1812/2915/2821/41/54413/6860/2760/2019/1139/5621/26258/431707/6326/55450/1979/84630/23152/10396/25946/342371/8301/23373/25/2628/9369/84502/5923/183/378/729956/29767/3845/8516/6517/4763/23657/477/22986/4212/6722/64478/8831/2903/836/80863/4915/4923/4762/2558/23316/6616/28964/5048/27020/9378/1201/9775/5071/1385/5743/3091/9486/60626/81832/57338/5663/1996/3776/25769/1742/3356/10550/1141/2890/1051/5577/1827/5764/4885/4208/627/4009/5575,109
BP,GO:1901652,response to peptide,184/5224,491/18800,1.480137354999066e-6,2.538235545261912e-4,2.0212402002832197e-4,1281/1277/6775/858/677/3479/2200/4040/2932/7128/4023/3397/5295/90933/2309/3638/85569/1373/6653/23411/4363/599/890/7832/2650/376267/760/23621/773/2549/22937/799/208/3158/2885/10626/55512/51510/7297/4193/6599/3952/490/1909/6720/2534/5021/6198/2915/1605/186/2475/55777/5251/2771/201475/8462/5781/1910/54832/2660/1139/1395/5621/5305/8651/1979/1019/4929/6844/9021/8893/10661/81565/5771/847/51763/7079/4644/5296/183/6464/10018/7352/5584/8660/8396/2729/54328/2697/10365/6517/11132/51043/9734/4851/7431/9370/3716/8615/3667/57761/64710/54741/2887/28999/10890/4221/51141/114882/4641/3383/4131/54206/3718/5458/51274/782/57727/25948/2690/1027/774/5968/5167/2101/857/10999/5770/2888/51762/5829/22861/3586/1432/6774/5872/3663/5579/2529/10726/9181/4792/1385/6272/3481/5743/3488/5319/9852/10768/5290/64506/7253/2805/2043/23038/139596/1490/55198/132864/6772/5663/5925/3480/9847/328/26191/694/2308/89766/8473/5970/57085/8013/8835/6431/6667/7532/55914/2241/130399/948/634,184
BP,GO:0051223,regulation of protein transport,185/5224,495/18800,1.6975406119896012e-6,2.8344461008089525e-4,2.2571177112327105e-4,9515/1946/3479/4760/7531/64175/2932/10434/5295/9324/55294/3638/6653/3670/5978/51092/3458/6566/127933/57214/1268/55691/7855/998/208/5007/9495/9572/3156/143425/5467/288/79971/5127/51100/7042/7447/3952/9648/6720/26056/2534/51496/91543/23607/64328/51465/5781/27113/10497/6860/5621/54602/5530/2664/10802/222546/79567/6844/2281/665/5481/2029/26229/81565/5599/125170/51715/51763/10178/10972/7514/131177/5296/120892/23400/8660/150/9501/4856/55696/11235/55432/10425/26154/7323/8864/11132/8754/4763/5019/23657/322/79752/9647/123264/340146/3767/9370/6659/9868/3667/11261/5566/54741/55204/5991/51128/23086/999/7273/4641/3996/6804/2746/161291/80223/6616/80762/2316/8314/4947/5715/5569/43/22902/5770/338442/1815/57120/1432/6288/9530/1201/8536/51547/3059/3993/5071/57506/3596/56262/29969/9695/284/5743/5319/9531/3091/2737/8724/25930/5581/169026/10307/983/3651/3123/4836/5663/3172/5174/4088/9847/10956/11315/382/1595/90550/9478/51009/9777/2182/6934/90007/27032/406/51684/580/2752/130399/948/18/22885/5587,185
BP,GO:0045785,positive regulation of cell adhesion,169/5224,446/18800,1.8005775407006004e-6,2.9294011527552073e-4,2.332732036535191e-4,55083/29851/7422/1295/10979/3479/10725/3987/7168/1021/2932/8600/9448/2309/9655/8728/463/1307/3976/3458/201627/9092/4811/57178/6666/998/100/10630/288/80381/5155/57678/4680/50848/342184/7042/9840/7297/54453/6376/54566/3952/5795/4739/2534/10551/9223/2013/959/1605/5781/64115/1803/5979/3559/941/5530/8651/84978/4284/9435/6484/55423/11151/566/3594/25/6363/861/865/3142/27185/8915/8744/8440/10326/25890/8754/51043/6789/9647/2736/3716/56477/6659/1949/23308/10451/940/4301/6251/9580/3071/3718/5578/2523/84433/3575/7082/2526/10563/387/79679/7292/857/2056/2316/7264/6541/6239/3586/8740/1236/2113/6288/9530/2319/50943/283234/2529/3685/3654/284/3481/81704/5290/10370/2737/255743/3707/25930/5581/2043/5329/3606/11148/3111/10385/57669/3123/10211/25865/1601/4088/7525/140885/55604/1399/6281/7402/26191/912/6504/7048/7037/3491/4651/5212/5970/29126/961/8013/10085/5879/4602/133584/6708/948/30835,169
BP,GO:0060348,bone development,95/5224,225/18800,2.0410458673936557e-6,3.237609007153186e-4,2.5781632009183017e-4,1281/1277/1280/54808/3479/4882/2200/4325/23508/4015/56034/64175/8817/139285/11173/8600/55294/3638/2022/359845/56987/6781/79065/22856/5915/80169/11214/871/2033/158326/55512/85301/3952/4853/9321/5251/5781/79705/5308/10006/5305/4209/1305/10234/860/5916/25946/6662/51715/10019/29887/80739/2697/389058/658/6722/51360/84068/3207/51141/25987/4762/2690/54928/54796/10507/387/2263/5048/1954/2296/2121/1432/9350/10370/7468/2737/6497/344901/6424/9060/2313/4090/7020/5636/7066/4665/7048/1044/202018/2778/5358/4211/4208/3694,95
BP,GO:0048568,embryonic organ development,169/5224,449/18800,2.8842675773125934e-6,4.4635799458654646e-4,3.554424742259422e-4,1280/1301/7942/7422/7003/677/2348/2200/4325/4760/83852/56034/204851/3638/2022/2202/841/8575/3976/5087/3340/22846/8320/348093/5915/7855/144455/23462/998/100/57599/9935/347733/65009/2885/4237/5155/5396/7042/79805/3221/6788/405/1909/4853/6262/23493/6692/5154/3200/5308/3399/2019/7026/27042/5357/6615/3198/1305/196528/2067/639/860/5916/90/9021/7976/2487/9423/115908/6662/28996/10019/26005/3142/340784/55636/3726/3218/2697/7274/8516/10763/4297/7401/4851/65979/57534/6789/5754/2736/51804/28982/6722/3207/51676/51141/157506/4762/7732/84189/4087/286204/57053/2263/8563/6664/1954/2296/3586/23314/9775/1889/5727/3235/6293/3481/2254/4646/3091/10370/2737/3202/79977/29985/23414/10818/53904/51057/84678/5156/3204/8648/5663/4088/5090/7020/339829/2304/64072/8323/3516/3227/7849/613/1750/7048/5125/9394/8932/1942/50814/3491/1051/7547/9241/10194/5629/6299/2020/6670/10804/51684/4208/125488/219736/130497/2034/55773,169
BP,GO:0010498,proteasomal protein catabolic process,184/5224,496/18800,3.1232481049665447e-6,4.7183355300030305e-4,3.7572909533432116e-4,25897/81858/10116/80232/7844/9618/54442/2932/28951/51377/160418/64795/55139/55294/9655/23411/2332/7328/57542/25852/329/55743/3093/114088/116138/344558/4130/11160/10277/55968/54994/9572/57805/25853/25937/4193/5713/6599/116988/819/51136/9870/10193/30009/23198/51322/7126/9354/23607/51465/92369/154214/57162/9491/1017/79018/5601/79845/27252/26232/84937/1452/8453/57630/80267/4734/79139/5094/5887/84961/6502/200933/7514/23640/210/23327/131377/10299/120892/409/11253/8924/2729/64777/55432/10425/162517/7323/144165/91544/201595/9306/93611/5690/9683/5716/126433/79016/6400/84101/11059/10973/9112/57761/57531/5566/5701/10221/166979/64839/7326/51676/27351/10206/387921/25898/79699/10197/144699/10616/54557/91445/6468/9320/84447/5696/857/57154/122809/54620/283807/57333/5071/22933/54850/408/255488/9695/5527/55666/137886/2272/27339/1047/5516/23194/122706/5663/25827/10952/23321/1601/5366/11345/10956/11315/5682/54546/8405/55284/5886/26224/130507/996/54476/8507/51009/8473/23190/6047/29979/6386/26263/55070/406/5695/3309/3304/26046/56929/146330/4287/5706/23532,184
BP,GO:1901653,cellular response to peptide,140/5224,361/18800,3.2692894222823654e-6,4.8241026475306063e-4,3.8415151106377854e-4,858/677/3479/2200/2932/4023/3397/5295/90933/2309/3638/1373/6653/23411/4363/599/890/376267/760/23621/773/2549/208/3158/2885/55512/51510/7297/4193/6599/3952/490/1909/6720/2534/6198/2915/186/55777/2771/201475/8462/5781/2660/1395/5621/5305/8651/1979/1019/4929/6844/9021/10661/81565/5771/51763/4644/5296/183/6464/10018/5584/8660/8396/2729/54328/2697/10365/6517/11132/51043/9734/7431/9370/3716/8615/3667/57761/64710/54741/2887/28999/10890/4221/51141/114882/4641/3383/4131/54206/3718/5458/51274/782/57727/2690/5167/2101/857/10999/5770/2888/51762/5829/6774/5872/5579/2529/9181/3481/5319/10768/5290/64506/7253/2805/2043/23038/55198/132864/6772/5663/5925/3480/9847/328/26191/2308/89766/8473/5970/57085/8013/8835/6667/7532/2241/948/634,140
BP,GO:0014706,striated muscle tissue development,102/5224,248/18800,3.6382817377753694e-6,5.246567642314709e-4,4.177931182134395e-4,1301/7422/56999/70/3479/4015/5728/7168/2022/3670/10038/4089/5915/3688/3720/23462/998/23363/11214/6443/65009/1525/7042/23135/57493/1909/5159/4853/2475/10529/6262/23493/55553/9794/196528/9474/90/54567/861/5339/140628/183/84525/409/1829/55636/2697/5292/4851/7135/4629/5999/57158/9868/2066/6722/80206/2065/51676/205428/7273/2627/4878/6901/129446/3084/2263/2296/57538/7161/1432/10052/6331/22933/10021/1385/57496/2254/10370/137868/10611/23414/10818/983/5156/4633/136319/3776/4088/4090/8324/3516/7048/9241/1901/27302/5629/4205/10804/4208/5350/5573,102
BP,GO:0048738,cardiac muscle tissue development,97/5224,234/18800,4.17998827000234e-6,5.893783460703299e-4,4.6933201628096446e-4,1301/7422/56999/70/3479/5728/7168/2022/3670/10038/4089/5915/3688/3720/23462/998/23363/11214/6443/65009/1525/7042/23135/57493/1909/5159/4853/2475/10529/6262/23493/55553/9794/196528/9474/90/54567/861/5339/140628/183/84525/409/1829/55636/2697/5292/4851/7135/4629/5999/57158/9868/2066/6722/80206/2065/51676/205428/7273/2627/4878/6901/129446/3084/2263/2296/57538/7161/1432/10052/6331/10021/1385/2254/10370/137868/10611/23414/10818/983/5156/4633/3776/4090/8324/3516/7048/9241/1901/27302/5629/4205/10804/4208/5350/5573,97
BP,GO:0001701,in utero embryonic development,148/5224,387/18800,4.30817067465147e-6,5.942465854492082e-4,4.7320867822258706e-4,1281/80312/7942/7422/8531/677/3479/9644/4678/841/84072/367/3976/4154/22846/8320/8894/4089/154796/9314/57178/10087/3633/3688/4097/7855/144455/23462/100/2885/5155/8533/79805/6788/57493/405/538/1909/4853/123920/23493/6692/57679/7014/2821/7026/6615/639/90/9021/54880/7763/5045/91746/81565/51763/4071/57718/3714/5890/26005/84525/196051/10018/4904/55636/3726/2697/51493/10365/7274/57167/4849/284723/10568/4851/57534/6789/56853/54855/26128/2530/28982/9508/6498/6722/6241/64168/129685/598/10454/157506/23322/54700/9837/2627/146923/4627/60681/26469/4087/2263/79621/4695/2296/3586/5745/57662/5727/203286/284/3481/84295/3091/10370/2737/79977/9541/29985/23414/23038/57669/4836/5156/60626/8648/9646/4088/91/3516/7048/9394/50814/5723/84660/3491/1051/10161/9241/85451/57677/57680/6670/55224/6663/2034/130399/3981,148
BP,GO:0032535,regulation of cellular component size,136/5224,351/18800,4.737085085703931e-6,6.395064865700307e-4,5.092499084295379e-4,2006/6356/7422/1946/5728/2932/10000/6709/23500/57611/2885/361/342184/6840/1073/538/92960/51429/57609/89848/2475/57731/1808/57679/79822/7504/1826/5979/5357/2664/5217/5921/10371/81553/6560/5916/10344/829/65078/11151/5756/57403/81565/9423/11135/8301/80031/389541/4478/25/2803/10178/6710/23400/27185/9990/8440/29767/10501/65267/85464/4099/9175/8766/50809/57026/2784/9948/84561/6722/80206/10451/23111/64857/3071/57715/4131/5458/128239/23566/54942/5962/3575/10507/387/10505/9798/54910/5048/5499/1954/22902/114908/57704/1236/9530/119/1201/343578/10509/8153/3059/57698/56262/196527/1385/5290/253260/9037/6711/120/5581/23038/6049/3984/93663/136319/57556/55604/1182/832/382/10542/23616/7111/10500/5879/10094/627/9706/2017/23580/6708/2241/4868/2059,136
BP,GO:0050890,cognition,121/5224,306/18800,4.981715856356888e-6,6.585205647621762e-4,5.243911427744092e-4,6356/6446/5728/51247/54207/7832/1268/2353/3688/6310/11255/4130/440275/57144/57477/2033/3156/65009/7432/22849/23259/55209/54915/7067/85461/1620/2534/5021/6198/1812/2915/2821/41/54413/6860/2760/2019/1139/5621/26258/431707/6326/55450/3198/1979/6484/84630/23152/10396/25946/123016/342371/8301/10752/23373/25/2628/25978/9369/84502/5923/183/378/7991/55636/729956/29767/3845/8516/6517/4763/23657/477/22986/4212/6722/64478/8831/2903/836/80863/4915/4923/4762/2558/23316/6616/28964/5048/27020/9378/1201/9775/5071/1385/5743/3091/9486/60626/81832/57338/5663/1996/3776/25769/1742/3356/10550/6509/728/1141/2890/1051/5577/1827/5764/4885/4208/627/4009/5575,121
BP,GO:0033157,regulation of intracellular protein transport,93/5224,224/18800,6.04472520131377e-6,7.827302327007321e-4,6.233014171064681e-4,7531/2932/5295/55294/3638/6653/3458/127933/57214/7855/998/208/9495/288/51100/3952/9648/6720/2534/51496/64328/51465/5781/27113/5621/2664/79567/6844/665/26229/81565/5599/125170/51715/51763/10178/7514/5296/120892/23400/55696/11235/55432/10425/7323/4763/79752/123264/340146/9370/11261/5566/54741/51128/999/4641/161291/2316/8314/4947/5569/22902/5770/1432/9530/8536/51547/3059/5071/57506/29969/9695/284/5743/9531/2737/983/4836/5663/5174/4088/9847/10956/11315/9478/51009/9777/6934/51684/580/948/22885/5587,93
BP,GO:0034765,regulation of ion transmembrane transport,176/5224,476/18800,6.3725753464522105e-6,8.086798114647855e-4,6.439655086941181e-4,777/91404/55799/7531/54207/28954/808/2332/65125/3458/10368/493/57214/773/56704/3751/3688/5354/799/90134/288/481/3748/6376/283518/538/1909/2534/1812/2915/775/1181/25932/6262/3747/30819/124935/55800/287/54413/54800/10105/5621/6326/6335/6236/6769/6323/6328/57620/27347/3746/9474/6844/2281/817/30820/11151/4734/25/6334/5144/83795/783/126755/219527/8514/84502/5923/183/23327/150/55636/729956/6536/1756/65267/8864/6330/477/117532/3768/5999/9943/3739/401152/3742/3767/57158/80333/375346/3760/11261/56479/5566/7871/388336/4842/80863/4923/782/4283/774/4878/3790/857/2056/2946/2316/3736/387129/5924/30818/1815/930/3743/57120/784/6331/967/6329/23415/54106/486/57190/3596/6327/196527/10768/3759/57393/40/5349/5581/65266/3750/10681/157855/801/3752/3781/27012/54997/131096/81832/1729/57338/5663/148811/64924/5174/6000/776/10142/11315/3460/1742/7402/10550/23704/785/29979/51719/23204/6588/4208/27075/130497/23171/2273/79073/5350/6786/6332/5587/81831,176
BP,GO:0030199,collagen fibril organization,34/5224,62/18800,6.523816582999454e-6,8.116395337084615e-4,6.463223859318345e-4,1281/1277/7837/1280/50509/1301/9509/1290/1289/7092/1278/4015/11173/4017/871/84171/7042/538/63894/649/1305/1302/5033/84695/26254/4763/9508/60681/4320/2296/4016/140766/10609/5925,34
BP,GO:0090066,regulation of anatomical structure size,179/5224,487/18800,8.051868121788565e-6,9.761052018977861e-4,7.77289198972979e-4,2006/6356/7422/1946/342527/5728/2932/10000/340481/1373/5910/6709/23500/5592/57611/5467/2885/361/342184/6840/3952/1073/490/538/1909/92960/51429/5021/1812/57609/89848/186/2475/57731/1808/57679/79822/3363/7504/1910/1826/5979/624/5357/2664/5217/5921/10371/81553/9474/6560/5916/10344/829/65078/11151/5756/57403/81565/9423/11135/8301/80031/389541/4478/25/2803/10178/146/6710/183/120892/23400/27185/9990/150/8440/29767/2729/10501/10242/65267/85464/10365/4099/8864/9175/8766/50809/477/57026/10800/2784/9948/84561/6722/80206/10451/196740/23111/64857/6915/4842/3071/57715/4131/5458/128239/23566/54942/5962/3575/10507/4878/387/10505/9798/857/54910/5048/796/5499/1954/22902/2296/114908/57704/1236/9530/119/1201/343578/10509/8153/3059/1889/57698/56262/196527/1385/5743/5290/253260/4883/9037/6711/120/40/5581/23038/6049/3357/3984/93663/153/136319/57556/55604/1182/832/382/155/3356/27345/10542/23616/7111/10500/5879/10094/59342/627/9706/2017/23580/6708/2241/4868/2059,179
BP,GO:0030099,myeloid cell differentiation,148/5224,391/18800,8.227477771804218e-6,9.761052018977861e-4,7.77289198972979e-4,3658/54790/7422/677/9644/2200/4015/1021/92/8600/5295/55294/2309/23411/841/56998/3976/3458/2353/998/9991/9935/2033/7067/405/54861/28962/10193/7994/23186/10202/4853/2475/5781/7538/79705/10006/6688/133522/5305/7071/10234/5926/51621/5916/5293/10661/1441/25946/5771/6363/861/130733/28996/10019/865/116151/29887/9846/80739/3726/87/3218/55170/60682/10365/129138/4763/84529/3662/9370/28982/9948/4212/6722/10221/836/3071/51341/3149/3718/5458/115727/4627/5578/9258/2101/80762/84293/2056/5048/8563/23218/1236/1432/2113/6774/25979/6988/114609/159296/4151/3059/116071/4792/1385/5814/3091/10370/3202/5613/81501/3707/222166/3696/94081/4850/3123/54997/6772/3204/5663/5925/9646/2313/4090/91/3516/7066/325/7048/7037/1051/1436/79577/8544/3635/4211/6670/4208/3694/4286/79876/2034/3304/8444/3394/634,148
BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,87/5224,208/18800,8.402957982267346e-6,9.761052018977861e-4,7.77289198972979e-4,6091/7422/10979/1654/56034/8817/894/905/8600/808/23411/3458/493/2180/57214/151195/7855/11214/5155/6788/8322/5159/959/4515/57679/5154/11211/5899/9693/57551/6363/5058/10926/10178/4916/120892/142679/54956/7786/150/11235/8826/9175/8754/658/5716/6789/9370/4217/8654/219771/28984/92335/205428/9802/10454/2690/1027/4296/4294/387/5609/2246/23533/5770/1815/8536/54106/3654/3481/7039/5319/253260/6885/2043/3357/801/9344/5663/6868/3356/2321/80310/1436/5629/51719/56892,87
